PrimaryAC	SecondaryACs	TaxID	GeneName	Synonyms
Q9VT70	Q95RM2	7227	nudE	
O74689	C8V2D2,Q5B005	227321	nudE	
Q4I877	A0A0E0S918,V6RL98	229533	NDE1	
Q9NXR1	Q49AQ2	9606	NDE1	NUDE
Q9CZA6	Q3UBS6,Q3UIC1,Q9ERR0	10090	Nde1	Nude
Q4P0N6	A0A0D1E347	5270	NDE1	
O13335	U9W8Z5	367110	ro-11	nde1
Q9ES39	Q642F3	10116	Nde1	Nude,Nude1
Q66JL0		8364	nde1	
Q6C3S1		284591	NDE1	
Q06568	D6VYQ1	559292	NDL1	
P94211		85698	dag	
Q5ZKH4		9031	NDEL1	
Q9GZM8	B3KP93,D3DTS0,J3QT32,Q86T80,Q8TAR7,Q9UH50	9606	NDEL1	EOPA,MITAP1,NUDEL
Q4R4S6		9541	NDEL1	NUDEL
Q9ERR1	Q9D0Q4,Q9EPT6	10090	Ndel1	Nudel
Q5R8T7	Q5R555	9601	NDEL1	NUDEL
O46480		9986	NDEL1	EOPA
Q78PB6	Q6IRI4	10116	Ndel1	Nude2,Nudel
Q28CJ6		8364	ndel1	
P46581		6239	cnd-1	
P79765	O73826	9031	NEUROD1	NEUROD
O42202		7955	neurod1	neurod,nrd
Q13562	B2R9I8,F1T0E1,O00343,Q13340,Q5U095,Q96TH0,Q99455,Q9UEC8	9606	NEUROD1	BHLHA3,NEUROD
Q60430		10036	NEUROD1	NEUROD
Q60867	Q545N9,Q60897	10090	Neurod1	Neurod
Q64289	Q569P0	10116	Neurod1	Neurod
Q91616		8355	neurod1	neurod
Q9W6C8		7955	neurod2	ndr2
Q15784	Q8TBI7,Q9UQC6	9606	NEUROD2	BHLHA1,NDRF
Q62414	Q61952,Q925V5	10090	Neurod2	Ndrf
Q63689		10116	Neurod2	
P79766		9031	NEUROD4	
Q9HD90	B2RAC9	9606	NEUROD4	ATH3,ATOH3,BHLHA4
O09105		10090	Neurod4	Ath3,Atoh3
P79920		8355	neurod4	ath3,atoh3
Q9C503	B9DFW7,Q0WU84,Q8LBH1	3702	NDF5	
Q6NYU3	Q9W6C6	7955	neurod6a	atoh2a,ndr1a
Q9W6C7	Q6DHB0	7955	neurod6b	atoh2b,ndr1b
Q08DI0		9913	NEUROD6	
Q96NK8	Q548T9,Q9H3H6	9606	NEUROD6	ATOH2,BHLHA2
Q4R5G6		9541	NEUROD6	
P48986		10090	Neurod6	Ath2,Atoh2,Nex1
Q0QLF4		1528	ndhF	
A1Z877	A1Z876,B7FNR1	7227	Ndg	
O14121		284812		
P40215	D6VZW7	559292	NDE1	NDH1
O43090		284812		
F2Z699	O74931,Q6C0F6	284591	NDH2	
Q07500	D6VRR4	559292	NDE2	NDH2
P95200	F2GN78,I6WYA2,Q7D9W6	83332	ndhA	
Q7NI12		251221	ndhH1	
Q7NI01		251221	ndhH2	
B0BZ27		329726	ndhH	
A9LYF6	A9QAQ6	263995	ndhH	
Q3V4X8		4465	ndhH	
Q85FG9		13818	ndhH	
A4QJH2		434059	ndhH	
A4QJQ6		72657	ndhH	
A1EA65	A1EA55	63632	ndhH-A	
Q70XV8		13333	ndhH	
A2T389		13825	ndhH	
Q85UU0	Q85WB4	48387	ndhH	
A4QK76		78191	ndhH	
P56753		3702	ndhH	
Q8S8U4		33113	ndhH	
A4QKG3		50458	ndhH	
B3TNA5		15368	ndhH	
A6MM93		153571	ndhH	
Q7YJS8		212734	ndhH	
A4QKQ1		3719	ndhH	
B1A990		3649	ndhH	
A8SEG2		4428	ndhH	
Q8M9T5		96477	ndhH	
Q1ACE3		55564	ndhH	
Q19V59		3144	ndhH	
A6MMH1		13006	ndhH	
B5LMS0		3827	ndhH	
Q09MC0		2711	ndhH	
A0A391		13443	ndhH	
A4QKZ0		78192	ndhH	
B1VKJ0		3369	ndhH	
Q4VZL2		3659	ndhH	
A6H5P8		54799	ndhH	
Q0G9Q6		4039	ndhH	
A6MMQ7		145284	ndhH	
A4QL77		171822	ndhH	
Q06GU0		224735	ndhH	
Q49KU2		71271	ndhH	
B2XWJ7		180217	ndhH	
A0ZZ91		3634	ndhH	
Q2L953		3635	ndhH	
B2LMP2		4230	ndhH	
Q1KXQ9		4232	ndhH	
O98691	A1E9P6	4513	ndhH	
Q5SCZ3		37429	ndhH	
A6MN01		145286	ndhH	
A7Y3K5		4121	ndhH	
Q06R74		126431	ndhH	
Q332S1		4236	ndhH	
A9L9F3		4472	ndhH	
A4QLG5		59292	ndhH	
Q0G9G3		3415	ndhH	
A4QLQ3		226051	ndhH	
B8Y2U9		4606	ndhH	
A8Y9E3		4522	ndhH	
Q9BBN8		34305	ndhH	
P25709		4577	ndhH	
B1NWK5		3983	ndhH	
P12131		3197	ndhH	
Q9MUL0		41882	ndhH	
B0JY10		449447	ndhH	
Q09WW2		248361	ndhH	
Q09FQ4		41776	ndhH	
A4QLZ1		65948	ndhH	
Q9TKV6		31312	ndhH	
Q3C1P8		4096	ndhH	
Q33BW6		4098	ndhH	
B2J184		63737	ndhH	
Q8YRT8		103690	ndhH	
A1XG11		77108	ndhH	
Q6EVZ4		34301	ndhH	
B0Z4T1		3940	ndhH	
B0Z515		3942	ndhH	
Q9MTH6		85636	ndhH	
B0Z599		482428	ndhH	
B0Z5I3		482429	ndhH	
A4QJY8		74718	ndhH	
Q6ENA1	Q6ENB1	4536	ndhH	
P0C335	P12132,Q32765,Q6QXW9,Q6QXX8,Q6QY32,Q6QY41	4530	ndhH	
P0C336	P12132,Q32765,Q6QXW9,Q6QXX8,Q6QY32,Q6QY41	39946	ndhH	
P0C337	P12132,Q32765,Q6QXW9,Q6QXX8,Q6QY32,Q6QY41	39947	ndhH	
Q68RV0		4054	ndhH	
Q7U3X8		84588	ndhH	
B1X4A5		39717	ndhH	
Q06FP8		4031	ndhH	
A4GGF2		3885	ndhH	
Q6YXP7		3218	ndhH	
Q8KX37		32049	ndhH	
Q06GL1		398741	ndhH	
Q09FZ0		4403	ndhH	
Q14FA2		43335	ndhH	
A4GYX2		3694	ndhH	
A3PAP0		167546	ndhH	
A2C001		167555	ndhH	
A8G2H8		93060	ndhH	
A2CD94		59922	ndhH	
A9BD33		93059	ndhH	
A2BUE9		167542	ndhH	
Q31D09		74546	ndhH	
Q7VE17		167539	ndhH	
Q7TUL1		74547	ndhH	
Q7V3B0		59919	ndhH	
A2BNW7		146891	ndhH	
Q46HK0		59920	ndhH	
Q8WHX3		3240	ndhH	
A1XGT5		334596	ndhH	
Q6L3D4		15819	ndhH	
Q6ENP1		4547	ndhH	
P27758		4550	ndhH	
Q2MID1		147425	ndhH	
Q2MI44		4081	ndhH	
Q2VEC5		4113	ndhH	
A1E9Y0		4558	ndhH	
Q2PMN8		3847	ndhH	
Q9M3I5		3562	ndhH	
Q32S01		102822	ndhH	
Q31ME6		1140	ndhH	
Q2JWB1		321327	ndhH	
Q2JN25		321332	ndhH	
Q5MZI2		269084	ndhH	
A5GP75		32051	ndhH	
A5GWA1		316278	ndhH	
Q0I6T6		64471	ndhH	
Q3AVZ9		316279	ndhH	
Q3AGW8		110662	ndhH	
P27724		1111708	ndhH	
Q8DJD9		197221	ndhH	
P12133		4097	ndhH	
Q10VG2		203124	ndhH	
B8R4B1		3900	ndhH	
Q3M880		240292	ndhH	
Q0ZIW2		29760	ndhH	
Q95H42		4565	ndhH	
Q32RK3		35869	ndhH	
Q8HVW3		185140	ndhI	
B0BZW3		329726	ndhI	
Q8HVW2		217838	ndhI	
Q3V4Y0		4465	ndhI	
Q85FH1		13818	ndhI	
A4QJH0		434059	ndhI	
A4QJQ4		72657	ndhI	
A1EA63		63632	ndhI	
Q70XW0		13333	ndhI	
Q8HVV8		4214	ndhI	
A2T387		13825	ndhI	
Q85A84		48387	ndhI	
Q8HVV7		183005	ndhI	
A4QK74		78191	ndhI	
P56755		3702	ndhI	
Q8HVJ2		149409	ndhI	
Q8HVV6		4247	ndhI	
Q8HVV5		183107	ndhI	
Q7FNR7		33113	ndhI	
Q8HVJ5		144192	ndhI	
A4QKG1		50458	ndhI	
Q8HVV3		183007	ndhI	
Q8HVV2		41494	ndhI	
A6MM91		153571	ndhI	
Q7YJT0		212734	ndhI	
Q8HVV1		183009	ndhI	
Q8HVV0		53717	ndhI	
A4QKP9		3719	ndhI	
Q8M9T7		96477	ndhI	
Q8HVU8		169567	ndhI	
Q8HVU7		176524	ndhI	
Q8HVU9		176522	ndhI	
Q1ACE5		55564	ndhI	
Q19V57		3144	ndhI	
A6MMH3		13006	ndhI	
Q8HVU6		176600	ndhI	
Q09MC2		2711	ndhI	
Q8HVU5		183011	ndhI	
A0A389		13443	ndhI	
Q8HVS8		149418	ndhI	
Q8HVU4		217840	ndhI	
B1WPK3		43989	ndhI	
A4QKY8		78192	ndhI	
Q2QD37	A5J1Y7,Q4VZL4	3659	ndhI	
B8HQP6		395961	ndhI	
Q8HVU3		183016	ndhI	
Q8HVU2		41563	ndhI	
Q8HVU1		183018	ndhI	
Q0G9Q8		4039	ndhI	
Q8HVU0		183020	ndhI	
Q8HVT9		217841	ndhI	
Q8HVT8		176528	ndhI	
Q8HVT7		183306	ndhI	
A6MMQ9		145284	ndhI	
A4QL75		171822	ndhI	
Q06GU2		224735	ndhI	
Q8HVT6		121910	ndhI	
Q8HVT5		183024	ndhI	
Q8HVT3		149422	ndhI	
Q8HVQ1		53719	ndhI	
Q8HVT2		183026	ndhI	
Q8HVT1		53580	ndhI	
Q8HVT0		183029	ndhI	
Q8HVS7		149424	ndhI	
Q8HVS9		149426	ndhI	
Q8HVS6		183013	ndhI	
Q49KU4		71271	ndhI	
Q8HVS5		176532	ndhI	
Q8HVS4		41578	ndhI	
Q8HVS3		183106	ndhI	
Q8HVS2		176537	ndhI	
Q8HVS1		183030	ndhI	
B7KK60		65393	ndhI	
Q7NMW1		251221	ndhI	
A0ZZ89		3634	ndhI	
Q2L959		3635	ndhI	
Q8HVS0		183032	ndhI	
Q8HVR9		176604	ndhI	
Q8HVR7		4232	ndhI	
Q8HVR8		128739	ndhI	
Q8HVR6		217844	ndhI	
O98692	A1E9P4	4513	ndhI	
Q8HVR5		4252	ndhI	
Q5SCZ1		37429	ndhI	
Q8HVR4		176542	ndhI	
Q8HVR3		128718	ndhI	
Q8HVR2		185166	ndhI	
Q8HVR1		166980	ndhI	
A6MMZ9		145286	ndhI	
Q8HVQ9		183035	ndhI	
Q06R76		126431	ndhI	
Q8HVQ8		41592	ndhI	
Q8HVQ7		183037	ndhI	
Q332S3		4236	ndhI	
Q8HVQ6		149437	ndhI	
Q8HVN2		217845	ndhI	
Q8HVQ5		183039	ndhI	
Q8HVQ4		149443	ndhI	
Q00236		1184	ndhI	frxB
A4QLG3		59292	ndhI	
Q0G9G5		3415	ndhI	
A4QLQ1		226051	ndhI	
Q9BBP0		34305	ndhI	
Q8HVQ0		176551	ndhI	
Q8HVP5		183047	ndhI	
Q8HVP8		149445	ndhI	
P46722		4577	ndhI	frxB
Q8HVP7		41604	ndhI	
P06253		3197	ndhI	frxB
Q8HVP9		2596874	ndhI	
Q8HVP6		183048	ndhI	
Q8HVN6		183050	ndhI	
Q9MUL2		41882	ndhI	
B0JHQ4		449447	ndhI	
Q8HVP4		183052	ndhI	
Q8HVQ3		149447	ndhI	
Q8HVP2		149448	ndhI	
Q8HVP3		183054	ndhI	
Q8HVP1		167004	ndhI	
Q09WW4		248361	ndhI	
Q09FQ6		41776	ndhI	
A4QLY9		65948	ndhI	
Q9TKV4		31312	ndhI	
Q8HVP0		183056	ndhI	
Q3C1Q0		4096	ndhI	
Q33BW8		4098	ndhI	
Q9WWM6		103690	ndhI	
A1XG09		77108	ndhI	
Q6EVZ6		34301	ndhI	
Q8HVN9		183058	ndhI	
Q9MTH8		85636	ndhI	
A4QJY6		74718	ndhI	
Q6ENA3		4536	ndhI	
P0C384	P12099,Q6QXX0,Q6QY33	4530	ndhI	frxB
P0C385	P12099,Q6QXX0,Q6QY33	39946	ndhI	frxB
P0C386	P12099,Q6QXX0,Q6QY33	39947	ndhI	frxB
Q8HVN8		183060	ndhI	
Q8HVN7		176555	ndhI	
Q8HVN5		41620	ndhI	
Q68RV2		4054	ndhI	
Q8HVN4		183063	ndhI	
Q7U403		84588	ndhI	
Q06FQ0		4031	ndhI	
Q8HVR0		119176	ndhI	
Q8HVN3		176559	ndhI	
Q8HVL1		183067	ndhI	
Q8HVN1		183065	ndhI	
Q8HVM9		176567	ndhI	
Q8HVM8		109582	ndhI	
A4GGF0	A8W844	3885	ndhI	
Q8HVM7		183068	ndhI	
Q85Y15		42345	ndhI	
Q6YXP9		3218	ndhI	
Q8HVV4		41490	ndhI	
Q8KX59	B1XIY7	32049	ndhI	
Q06GK9		398741	ndhI	
Q09FZ2		4403	ndhI	
Q8HVM6		121888	ndhI	
Q8HVM5		183070	ndhI	
Q14FA4		43335	ndhI	
A4GYX0		3694	ndhI	
A3PAM7		167546	ndhI	
A2BZY6		167555	ndhI	
A8G2G5		93060	ndhI	
A2CD59		59922	ndhI	
A9BD19		93059	ndhI	
A2BUD6		167542	ndhI	
Q31D22		74546	ndhI	
Q7VE31		167539	ndhI	
Q7TUL5		74547	ndhI	
Q7TUH1		59919	ndhI	
A2BNV4		146891	ndhI	
Q46HL4		59920	ndhI	
Q8HVM4		128726	ndhI	
Q8HVM3		176575	ndhI	
Q8HVM2		41626	ndhI	
Q8WHX5		3240	ndhI	
Q8HVM1		149453	ndhI	
A1XGT7		334596	ndhI	
Q8HVM0		53728	ndhI	
Q8HVL8		183072	ndhI	
Q8HVL9		183302	ndhI	
B7K0U6		41431	ndhI	
Q8HVL7		121890	ndhI	
Q8HVL6		52299	ndhI	
Q8HVL5		183074	ndhI	
Q6L3D6		15819	ndhI	
Q6ENP3		4547	ndhI	
Q8HVL4		183076	ndhI	
Q8HVL3		53588	ndhI	
Q8HVL2		183077	ndhI	
Q2MID3		147425	ndhI	
Q2MI46		4081	ndhI	
Q2VEC7		4113	ndhI	
A1E9X8		4558	ndhI	
Q2PMN6		3847	ndhI	
Q8HVK2		53737	ndhI	
Q9M3I7		3562	ndhI	
Q8HVL0		183081	ndhI	
Q8HVK9		121904	ndhI	
Q32S03		102822	ndhI	
Q8HVK7		55670	ndhI	
Q8HVK8		183083	ndhI	
Q31NJ5		1140	ndhI	
Q2JWB4		321327	ndhI	
Q2JHK4		321332	ndhI	
Q8HVK6		183085	ndhI	
Q5N5L9		269084	ndhI	
A5GP51		32051	ndhI	
Q0I6W0		64471	ndhI	
Q3B074		316279	ndhI	
Q3AGY9		110662	ndhI	
P26525		1111708	ndhI	
Q8HVK5		13708	ndhI	
Q8HVK4		183087	ndhI	
Q8HVK3		183089	ndhI	
Q8DL31		197221	ndhI	
Q8HVT4		169611	ndhI	
Q8HVJ3		183091	ndhI	
P06252		4097	ndhI	frxB
Q8HVK0		183093	ndhI	
Q115G6		203124	ndhI	
Q8HVJ9		183095	ndhI	
Q8HVQ2		102792	ndhI	
Q3M9K8		240292	ndhI	
Q8HVJ8		176586	ndhI	
Q8HVJ7		41659	ndhI	
Q8HVJ6		217846	ndhI	
Q8HVJ4		176589	ndhI	
Q0ZIW4		29760	ndhI	
Q8HVJ0		183098	ndhI	
P05312		4565	ndhI	frxB
Q8HVJ1		183102	ndhI	
Q7I7Y4		183104	ndhI	
Q8HVI9		217847	ndhI	
Q32RK1		35869	ndhI	
B0C6C5		329726	ndhJ	
A9LYA4	A9QAR7	263995	ndhJ	
Q3V531		4465	ndhJ	
Q85FL7		13818	ndhJ	
A4QJB8		434059	ndhJ	
A4QJK2		72657	ndhJ	
A1EA11		63632	ndhJ	
Q70Y00		13333	ndhJ	
A2T336		13825	ndhJ	
Q85BB2	Q85UU3	48387	ndhJ	
A4QK21		78191	ndhJ	
P56754		3702	ndhJ	
Q7FNS9		33113	ndhJ	
A4QKA8		50458	ndhJ	
B3TN54		15368	ndhJ	
A6MM39		153571	ndhJ	
Q7YJW9		212734	ndhJ	
A4QKJ5		3719	ndhJ	
B1A938		3649	ndhJ	
A8SEA6		4428	ndhJ	
Q8M9Y0		96477	ndhJ	
Q19V88		3144	ndhJ	
A6MMC5		13006	ndhJ	
B5LML3		3827	ndhJ	
Q09MH5		2711	ndhJ	
A0A338		13443	ndhJ	
B1WZG0		43989	ndhJ	
A4QKT4		78192	ndhJ	
B1VKF6		3369	ndhJ	
Q4VZH2		3659	ndhJ	
A6H5H7		54799	ndhJ	
Q0G9V9		4039	ndhJ	
A6MML0		145284	ndhJ	
A4QL22		171822	ndhJ	
Q06GZ4		224735	ndhJ	
Q49KZ5		71271	ndhJ	
B2XWK7		180217	ndhJ	
Q7NML5		251221	ndhJ	
A0ZZ38		3634	ndhJ	
Q2L910		3635	ndhJ	
B2LMJ6		4230	ndhJ	
Q1KXV6		4232	ndhJ	
Q7GT16	A1E9J4	4513	ndhJ	
A6MMU7		145286	ndhJ	
A7Y3E0		4121	ndhJ	
Q06RC6		126431	ndhJ	
Q332X5		4236	ndhJ	
A9L999		4472	ndhJ	
A4QLA9		59292	ndhJ	
Q0G9L6		3415	ndhJ	
A4QLJ7		226051	ndhJ	
A8Y9H3		4522	ndhJ	
Q9BBT6		34305	ndhJ	
P92309		3873	ndhJ	
P19124		4577	ndhJ	
B1NWF3		3983	ndhJ	
P12199		3197	ndhJ	
Q9MUR1		41882	ndhJ	
B0JSV6		449447	ndhJ	
Q09X14		248361	ndhJ	
Q09FV8		41776	ndhJ	
A4QLT6		65948	ndhJ	
Q3C1J9		4096	ndhJ	
Q33C31		4098	ndhJ	
B2J6S5		63737	ndhJ	
Q44241	Q9WWN0	103690	ndhJ	
A1XFV8		77108	ndhJ	
Q6EW45		34301	ndhJ	
B0Z4L4		3940	ndhJ	
B0Z4U8		3942	ndhJ	
Q9MTP3		85636	ndhJ	
B0Z532		482428	ndhJ	
B0Z5B6		482429	ndhJ	
A4QJT6		74718	ndhJ	
Q6ENH1		4536	ndhJ	
P0C338	P12200,Q6QY08,Q6QY72	4530	ndhJ	
P0C339	P12200,Q6QY08,Q6QY72	39946	ndhJ	
P0C340	P12200,Q6QY08,Q6QY72	39947	ndhJ	
Q68S03		4054	ndhJ	
Q7U9P4		84588	ndhJ	
B1X4R3		39717	ndhJ	
Q06FV7		4031	ndhJ	
A4GG94		3885	ndhJ	
Q6YXQ8		3218	ndhJ	
Q8KX38		32049	ndhJ	
Q06GQ7		398741	ndhJ	
Q09G43		4403	ndhJ	
Q14FF4		43335	ndhJ	
A4GYR3		3694	ndhJ	
A2C0C6		167555	ndhJ	
A8G2V3		93060	ndhJ	
A2CCP5		59922	ndhJ	
A9BDT9		93059	ndhJ	
A2BUS3		167542	ndhJ	
Q7V4Q6		74547	ndhJ	
Q7V304		59919	ndhJ	
A2BP92		146891	ndhJ	
Q46H82		59920	ndhJ	
Q8WI15		3240	ndhJ	
A1XGP1		334596	ndhJ	
Q6L396		15819	ndhJ	
Q6ENW0		4547	ndhJ	
Q2MII4		147425	ndhJ	
Q2MI97		4081	ndhJ	
Q2VEH4		4113	ndhJ	
A1E9S7		4558	ndhJ	
P31174	Q2PMU6	3847	ndhJ	
Q9M3M1		3562	ndhJ	
Q32RZ2		102822	ndhJ	
Q31P07		1140	ndhJ	
Q2JT68		321327	ndhJ	
Q2JJA8		321332	ndhJ	
Q5N561		269084	ndhJ	
A5GIB5		32051	ndhJ	
A5GQF9		316278	ndhJ	
Q0IDJ2		64471	ndhJ	
Q3B0C1		316279	ndhJ	
Q3AN51		110662	ndhJ	
P19125	P74194	1111708	ndhJ	
Q8DJ01		197221	ndhJ	
P12201		4097	ndhJ	
A9QC92		28494	ndhJ	
Q10YT5		203124	ndhJ	
Q9XBL6	Q3MC04	240292	ndhJ	
Q0ZJ17		29760	ndhJ	
Q95H60		4565	ndhJ	
Q32RI4		35869	ndhJ	
B0C6I1		329726	ndhK1	
B8HQR6		395961	ndhK1	
Q7NML6		251221	ndhK1	
P19050		1111708	ndhK1	psbG
A8ZK18		329726	ndhK2	
B8HLE8		395961	ndhK2	
Q7NI05		251221	ndhK2	
P17062	Q6ZE61	1111708	ndhK2	psbG2
A9LYA5	A9QAR4	263995	ndhK	
Q3V530		4465	ndhK	
Q85FL6		13818	ndhK	
A4QJB9		434059	ndhK	
A4QJK3		72657	ndhK	
A1EA12		63632	ndhK	
Q70XZ9		13333	ndhK	
A2T337		13825	ndhK	
Q31791	Q85UU2	48387	ndhK	
A4QK22		78191	ndhK	
P56756		3702	ndhK	psbG
Q8S8X1		33113	ndhK	
A4QKA9		50458	ndhK	
B3TN55		15368	ndhK	
A6MM40		153571	ndhK	
Q7YJW8		212734	ndhK	
A4QKJ6		3719	ndhK	
B1A939		3649	ndhK	
A8SEA7		4428	ndhK	
Q8M9X9		96477	ndhK	
Q1ACK5		55564	ndhK	
A2CI36		3144	ndhK	
A6MMC6		13006	ndhK	
Q09MH4		2711	ndhK	
A0A339		13443	ndhK	
B1WZG1		43989	ndhK	
A4QKT5		78192	ndhK	
B1VKF5		3369	ndhK	
Q4VZH1		3659	ndhK	
A6H5H8		54799	ndhK	
Q0G9V8		4039	ndhK	
A6MML1		145284	ndhK	
A4QL23		171822	ndhK	
Q06GZ3		224735	ndhK	
Q49KZ4		71271	ndhK	
B2XWK8		180217	ndhK	
B7KJ51		65393	ndhK	
A0ZZ39		3634	ndhK	
Q2L909		3635	ndhK	
B2LMJ7		4230	ndhK	
Q1KXV5		4232	ndhK	
Q85XC3	A1E9J5	4513	ndhK	
Q5SD03		37429	ndhK	
A6MMU8		145286	ndhK	
A7Y3E1		4121	ndhK	
Q06RC5		126431	ndhK	
Q332X4		4236	ndhK	
A9L9A0		4472	ndhK	
A4QLB0		59292	ndhK	
Q0G9L5		3415	ndhK	
A4QLJ8		226051	ndhK	
A8Y9H4		4522	ndhK	
Q9BBT7		34305	ndhK	psbG
P52766		3873	ndhK	
P06670		4577	ndhK	psbG
B1NWF4		3983	ndhK	
P06410		3197	ndhK	psbG
Q9MUR0		41882	ndhK	
B0JSV5		449447	ndhK	
Q09X13		248361	ndhK	
Q09FV7		41776	ndhK	
A4QLT7		65948	ndhK	
Q9TKY0		31312	ndhK	
Q3C1J8		4096	ndhK	
Q33C30		4098	ndhK	
B2J6S6		63737	ndhK	
Q44240	Q9R6Y5	103690	ndhK	
A1XFV9		77108	ndhK	
Q6EW44		34301	ndhK	
B0Z4L3		3940	ndhK	
B0Z4U7		3942	ndhK	
Q9MTP4		85636	ndhK	
B0Z531		482428	ndhK	
B0Z5B5		482429	ndhK	
A4QJT7		74718	ndhK	
Q6ENH0		4536	ndhK	
P0C341	P12159,Q6QY07,Q6QY71	4530	ndhK	
P0C342	P12159,Q6QY07,Q6QY71	39946	ndhK	
P0C343	P12159,Q6QY07,Q6QY71	39947	ndhK	psbG
Q68S02		4054	ndhK	
Q7U9P5		84588	ndhK	
B1X4R2		39717	ndhK	nuoB
O98679		3888	ndhK	
Q06FV6		4031	ndhK	
A4GG93		3885	ndhK	
Q6YXQ9		3218	ndhK	
B1XMK4	Q8KX39	32049	ndhK	
Q06GQ6		398741	ndhK	
Q09G42		4403	ndhK	
Q14FF3		43335	ndhK	
A4GYR4		3694	ndhK	
A3PB15		167546	ndhK	
A2C0C7		167555	ndhK	
A8G2V4		93060	ndhK	
A2CCP6		59922	ndhK	
A9BDU0		93059	ndhK	
A2BUS4		167542	ndhK	
Q31CN9		74546	ndhK	
Q7VDP4		167539	ndhK	
Q7V4Q5		74547	ndhK	
Q7V303		59919	ndhK	
A2BP93		146891	ndhK	
Q46M05		59920	ndhK	
Q8WI14		3240	ndhK	
A1XGP2		334596	ndhK	
B7K0X4		41431	ndhK	
Q6L395		15819	ndhK	
Q6ENV9		4547	ndhK	
Q2MII3		147425	ndhK	
Q2MI96		4081	ndhK	
Q2VEH3	Q27S46	4113	ndhK	
A1E9S8		4558	ndhK	
P31175	Q2PMU7	3847	ndhK	psbG
Q9M3M0		3562	ndhK	
Q32RZ1		102822	ndhK	
Q31P08		1140	ndhK	
Q2JT69		321327	ndhK	
Q2JJA9		321332	ndhK	
Q5N560		269084	ndhK	
A5GIB4		32051	ndhK	
A5GQF8		316278	ndhK	
Q0IDJ3		64471	ndhK	
Q3B0C2		316279	ndhK	
Q3AN52		110662	ndhK	
Q8DKZ4		197221	ndhK	
P06409		4097	ndhK	psbG
A9QC82		28494	ndhK	
Q10YT4		203124	ndhK	
Q9XBL7	Q3MC05	240292	ndhK	
Q0ZJ16		29760	ndhK	
P26304		4565	ndhK	psbG
Q32RI3		35869	ndhK	
B0C6G0		329726	ndhL	
Q9CAC5	Q0WMK1,Q9SSL2	3702	ndhL	CRR23,NDH-L
B1WNP9		43989	ndhL	
B0JWY5		449447	ndhL	
B2J0I9		63737	ndhL	
Q8YMW5		103690	ndhL	
Q93NH5	Q59129	29320	ndhL	ndhC
Q7U620		84588	ndhL	
B1X3F0		39717	ndhL	
Q8KX34		32049	ndhL	
A3PBU4		167546	ndhL	
A2C127		167555	ndhL	
P0C8E6		93060	ndhL	
A2CAP6		59922	ndhL	
P0C8E5		93059	ndhL	
A2BVN3		167542	ndhL	
Q31BW4		74546	ndhL	
Q7VD17		167539	ndhL	
Q7V897		74547	ndhL	
Q7V2B1		59919	ndhL	
A2BQ51		146891	ndhL	
Q46LY0		59920	ndhL	
Q31R74		1140	ndhL	
Q2JRP9		321327	ndhL	
Q2JJ68		321332	ndhL	
Q5N326	Q56009	269084	ndhL	
A5GJP1		32051	ndhL	
A5GUE6		316278	ndhL	
Q0I8V6		64471	ndhL	
Q3AYG7		316279	ndhL	
Q3AKY6		110662	ndhL	
P27372		1111708	ndhL	ictA
Q8DKZ3		197221	ndhL	
Q10W93		203124	ndhL	
Q3MBD4		240292	ndhL	
B0C8S5		329726	ndhM	
Q2V2S7	Q0WUL4,Q9SZJ4	3702	ndhM	NDH-M
B1WTG3		43989	ndhM	
B7KFF4		65393	ndhM	
Q7NKF6		251221	ndhM	
B0JPD8		449447	ndhM	
B2IZS8		63737	ndhM	
Q8YW84		103690	ndhM	
A2XVZ1		39946	ndhM	NDH-M
Q7FB12	B7EXV4,Q7X6B5	39947	ndhM	NDH-M
Q59127		29320	ndhM	ndhA
Q7U417		84588	ndhM	
B1X487		39717	ndhM	
A9THA7		3218	ndhM	NDH-M
B1XPU8		32049	ndhM	
A9PJQ8		640484	ndhM	NDH-M
A3PAL2		167546	ndhM	
A2BZX1		167555	ndhM	
A8G2F0		93060	ndhM	
A2CD36		59922	ndhM	
A9BD03		93059	ndhM	
A2BUC1		167542	ndhM	
Q31D36		74546	ndhM	
Q7VE46		167539	ndhM	
Q7V4E7		74547	ndhM	
Q7V3D1		59919	ndhM	
A2BNT9		146891	ndhM	
Q46HM9		59920	ndhM	
B7JZ00		41431	ndhM	
Q31LQ7		1140	ndhM	
Q2JT01		321327	ndhM	
Q2JNM8		321332	ndhM	
Q5N066		269084	ndhM	
A5GP35		32051	ndhM	
A5GQI1		316278	ndhM	
Q0I6X5		64471	ndhM	
Q3B058		316279	ndhM	
Q3AH04		110662	ndhM	
P74338		1111708	ndhM	
Q8DLN5		197221	ndhM	
Q110L9		203124	ndhM	
Q3MGF7		240292	ndhM	
A7NVJ4	E0CR06	29760	ndhM	NDH-M
B0CA85		329726	ndhN	
Q9LVM2	B3H5R4	3702	ndhN	NDH-N
B1WYX9		43989	ndhN	
B8HUU1		395961	ndhN	
B7KEE5		65393	ndhN	
Q7NEV8		251221	ndhN	
B0JY52		449447	ndhN	
B2ITQ6		63737	ndhN	
Q8YPH8		103690	ndhN	
Q7U4K1		84588	ndhN	
B1X509		39717	ndhN	
B1XK97		32049	ndhN	
A3PF48		167546	ndhN	
A2C500		167555	ndhN	
A8G763		93060	ndhN	
A2CC26		59922	ndhN	
